stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
SC0260,0260,Scano (chiesa),,39.216014203713164,9.130453208727927,,https://www.ctmcagliari.it/fermate/fermata-SC0260,,,,0
SC0262,0262,Scano (ang. via Gazzano),,39.213301982663964,9.130368194507807,,https://www.ctmcagliari.it/fermate/fermata-SC0262,,,,2
SD0617,0617,Nazionale (ang. via Veneto),,39.304909751639064,8.973763591965767,,https://www.ctmcagliari.it/fermate/fermata-SD0617,,,,1
SV0902,0902,Schiavazzi (fronte piazza Demuro),,39.196482543518264,9.138478657223347,,https://www.ctmcagliari.it/fermate/fermata-SV0902,,,,1
TS0507,0507,Trieste (fronte Poste),,39.253540656786564,9.162528942167177,,https://www.ctmcagliari.it/fermate/fermata-TS0507,,,,1
TZ0200,0200,Tiziano (Mercato Civico),,39.222705058986264,9.121970565523607,,https://www.ctmcagliari.it/fermate/fermata-TZ0200,,,,1
VE2067,2067,Corso Vittorio Emanuele II (altezza civico 441),,39.221372925719464,9.106674957693147,,https://www.ctmcagliari.it/fermate/fermata-VE2067,,,,1
VS0247,0247,Vesalio (ang. via Turr),,39.239512869784864,9.132239226740327,,https://www.ctmcagliari.it/fermate/fermata-VS0247,,,,1
SE0591,0591,Sulcitana Elmas (fronte via Carloforte),,39.271245195999564,9.041116335766027,,https://www.ctmcagliari.it/fermate/fermata-SE0591,,,,1
VD0865,0865,Vidal (fronte via Besta),,39.214750894942064,9.132021173310427,,https://www.ctmcagliari.it/fermate/fermata-VD0865,,,,1
BU0068,0068,Buoncammino (Anfiteatro Romano),,39.224379392287264,9.114790260652227,,https://www.ctmcagliari.it/fermate/fermata-BU0068,,,,1
CB1252,1252,Cimabue (scuole),,39.245483001811964,9.190507556165327,,https://www.ctmcagliari.it/fermate/fermata-CB1252,,,,1
CI0234,0234,Ciusa (ang. via San Carlo),,39.233112037089864,9.122659879244037,,https://www.ctmcagliari.it/fermate/fermata-CI0234,,,,1
CM0605,0605,Carmine (ang. via Sardegna),,39.286115775859464,9.006804464138367,,https://www.ctmcagliari.it/fermate/fermata-CM0605,,,,1
CU2100,2100,Cittadella Universitaria ,,39.268772290505464,9.122750590840067,,https://www.ctmcagliari.it/fermate/fermata-CU2100,,,,2
IM0171,0171,Is Mirrionis (Magistero),,39.229266949658964,9.111082002457497,,https://www.ctmcagliari.it/fermate/fermata-IM0171,,,,1
IS0669,0669,Istria (fronte Municipio),,39.253459896126264,9.165488195584587,,https://www.ctmcagliari.it/fermate/fermata-IS0669,,,,2
ME0166,0166,Merello (ang. via Don Bosco),,39.223558765538064,9.109189452355297,,https://www.ctmcagliari.it/fermate/fermata-ME0166,,,,1
PV0772,0772,T. Fiorelli (Istituto Biologia),,39.202805838713864,9.140528719934277,,https://www.ctmcagliari.it/fermate/fermata-PV0772,,,,1
PZ0697,0697,Pitz' e Serra (ang. via Irlanda),,39.240574661851764,9.207425257882787,,https://www.ctmcagliari.it/fermate/fermata-PZ0697,,,,1
SC0186,0186,Scano (fronte clinica),,39.217870612568964,9.130328129875587,,https://www.ctmcagliari.it/fermate/fermata-SC0186,,,,0
TN0153,0153,Trento (ang. via Zara),,39.224597684345864,9.102981601421567,,https://www.ctmcagliari.it/fermate/fermata-TN0153,,,,1
BE2136,2136,delle Begonie (Palestra),,39.259280326896864,9.151542364832937,,https://www.ctmcagliari.it/fermate/fermata-BE2136,,,,0
CT0231,0231,Castiglione (campi sportivi),,39.231138518636164,9.131036265293927,,https://www.ctmcagliari.it/fermate/fermata-CT0231,,,,1
AD0241,0241,Diaz (ang. via Siracusa),,39.205306210704364,9.133015115497617,,https://www.ctmcagliari.it/fermate/fermata-AD0241,,,,1
BE0195,0195,San Benedetto (fronte Buon Pastore),,39.221849380322664,9.125860852725027,,https://www.ctmcagliari.it/fermate/fermata-BE0195,,,,1
BO0277,0277,Bonaria (fronte Basilica),,39.207837008432264,9.125314345238477,,https://www.ctmcagliari.it/fermate/fermata-BO0277,,,,1
BT0874,0874,Basilicata (Magistero),,39.229742245811964,9.113454278789637,,https://www.ctmcagliari.it/fermate/fermata-BT0874,,,,0
CA611,611,Cagliari (ang. via Gorizia),,39.292168232815864,8.995924044471127,,https://www.ctmcagliari.it/fermate/fermata-CA611,,,,0
CL0340,0340,Calamosca (Capolinea 511),,39.186882924258964,9.151672242176077,,https://www.ctmcagliari.it/fermate/fermata-CL0340,,,,2
CP0139,0139,Carpaccio (fronte Circoscrizione),,39.251161622959464,9.098276299897587,,https://www.ctmcagliari.it/fermate/fermata-CP0139,,,,1
DS0318,0318,Sole (fronte via del Sestante),,39.200113561501564,9.149754335387767,,https://www.ctmcagliari.it/fermate/fermata-DS0318,,,,0
DT0884,0884,Tiepolo (fronte piazza Tiepolo),,39.254155458218364,9.095638288787587,,https://www.ctmcagliari.it/fermate/fermata-DT0884,,,,1
DV0417,0417,L. da Vinci (Hotel Setar),,39.221154872420064,9.253531993904247,,https://www.ctmcagliari.it/fermate/fermata-DV0417,,,,1
LS0350,0350,Lungosaline (ang. via Montecristo),,39.198876117316064,9.158773695971677,,https://www.ctmcagliari.it/fermate/fermata-LS0350,,,,2
LV0072,0072,La Vega (ang. viale San Vincenzo),,39.224768581574664,9.117586565610317,,https://www.ctmcagliari.it/fermate/fermata-LV0072,,,,2
MA0912,0912,Marconi (Le Vele),,39.243235790250064,9.166309025060967,,https://www.ctmcagliari.it/fermate/fermata-MA0912,,,,1
NA0621,0621,Nazionale (ang. via Stazione),,39.309116183547564,8.967254153617967,,https://www.ctmcagliari.it/fermate/fermata-NA0621,,,,1
PF0845,0845,Piero della Francesca (ang. via Aresu),,39.254442590596264,9.102370765020357,,https://www.ctmcagliari.it/fermate/fermata-PF0845,,,,2
PM2108,2108,Matteotti (Fronte Stazione ARST - Capolinea PF),,39.215416376929164,9.109182792469107,,https://www.ctmcagliari.it/fermate/fermata-PM2108,,,,2
SA0730,0730,Sulcitana Assemini (fronte via Mogoro),,39.275555660649864,9.030597609091047,,https://www.ctmcagliari.it/fermate/fermata-SA0730,,,,2
SP0036,0036,S. Paolo (fronte case FS),,39.217261228347564,9.099517382647127,,https://www.ctmcagliari.it/fermate/fermata-SP0036,,,,1
SP2056,2056,San Paolo Ex case FS (direzione San Simone),,39.217387699130164,9.099642483978477,,https://www.ctmcagliari.it/fermate/fermata-SP2056,,,,2
AG0852,0852,Autonomia Regionale (settima fermata),,39.242537852795864,9.275388975780187,,https://www.ctmcagliari.it/fermate/fermata-AG0852,,,,2
BE2047,2047,delle Begonie fronte Palestra,,39.259241451911564,9.151488313595257,,https://www.ctmcagliari.it/fermate/fermata-BE2047,,,,2
DQ1159,1159,D'Aquino (fronte carabinieri),,39.247237369279764,9.117689268564177,,https://www.ctmcagliari.it/fermate/fermata-DQ1159,,,,2
EU1164,1164,Europa (Centro Giovani),,39.291486223195464,9.007660570332017,,https://www.ctmcagliari.it/fermate/fermata-EU1164,,,,1
FI0445,0445,Fiume (ang. via Umbria),,39.236434361832664,9.199550069290407,,https://www.ctmcagliari.it/fermate/fermata-FI0445,,,,1
FI0942,0942,Fiume (ang. via Dalla Chiesa),,39.234078256210564,9.209658315169227,,https://www.ctmcagliari.it/fermate/fermata-FI0942,,,,1
FI2020,2020,Fiume (ang. via Borsellino),,39.235447948817564,9.201996115229797,,https://www.ctmcagliari.it/fermate/fermata-FI2020,,,,1
IS0668,0668,Istria (ang. via Gorizia),,39.251200965617964,9.163492005616437,,https://www.ctmcagliari.it/fermate/fermata-IS0668,,,,1
IT0552,0552,Italia (Vetreria),,39.248416817270064,9.131260368189897,,https://www.ctmcagliari.it/fermate/fermata-IT0552,,,,0
MR0402,0402,Margine Rosso (ang. via Melibodes),,39.230105803881264,9.223450315986277,,https://www.ctmcagliari.it/fermate/fermata-MR0402,,,,2
PL1161,1161,Platone (Ierfop),,39.247824668082564,9.120543703994987,,https://www.ctmcagliari.it/fermate/fermata-PL1161,,,,1
RE0821,0821,Redentore (ang. via Giulio Cesare),,39.255276613503064,9.140731573643037,,https://www.ctmcagliari.it/fermate/fermata-RE0821,,,,0
